customer_id,customer_segment,region,account_type,state_province,contract_type,payment_method,internet_service,tech_support,num_addon_services,senior_citizen,has_partner,has_dependents,paperless_billing
C00810,Small Business,West,Annual,AZ,One year,Bank transfer,DSL,No,1,0,Yes,No,Yes
C00811,Small Business,North,Annual,MN,One year,Electronic check,DSL,Yes,0,0,No,No,No
C00812,Enterprise,West,Annual,CA,One year,Electronic check,None,No,5,0,Yes,No,No
C00813,Mid-Market,East,Annual,MA,One year,Electronic check,DSL,Yes,4,1,No,No,Yes
C00814,Small Business,South,Annual,TX,Two year,Electronic check,None,No,3,0,Yes,No,Yes
C00815,Small Business,West,Monthly,AZ,Month-to-month,Credit card,None,Yes,1,0,Yes,No,Yes
C00816,Mid-Market,West,Monthly,AZ,Month-to-month,Electronic check,Fiber optic,Yes,4,1,Yes,No,Yes
C00817,Small Business,North,Monthly,MN,Month-to-month,Bank transfer,DSL,No,5,0,No,No,No
C00818,Mid-Market,North,Annual,WI,One year,Electronic check,DSL,No,4,0,No,Yes,No
C00819,Small Business,East,Annual,MA,One year,Electronic check,DSL,Yes,1,0,No,No,Yes
C00820,Enterprise,West,Annual,OR,One year,Mailed check,DSL,Yes,2,0,Yes,No,Yes
C00821,Small Business,North,Annual,MN,One year,Bank transfer,Fiber optic,No,5,0,Yes,No,Yes
C00822,Mid-Market,East,Monthly,VA,Month-to-month,Mailed check,Fiber optic,Yes,0,0,No,No,Yes
C00823,Small Business,North,Annual,IL,One year,Credit card,DSL,Yes,1,1,Yes,No,Yes
C00824,Enterprise,East,Annual,VA,One year,Electronic check,DSL,Yes,0,0,No,No,No
C00825,Enterprise,East,Monthly,PA,Month-to-month,Credit card,DSL,Yes,3,0,No,Yes,No
C00826,Mid-Market,North,Monthly,WI,Month-to-month,Credit card,DSL,No,2,0,No,No,No
C00827,Mid-Market,East,Monthly,NY,Month-to-month,Electronic check,DSL,No,0,0,No,No,No
C00828,Small Business,West,Monthly,WA,Month-to-month,Bank transfer,None,No,5,0,Yes,Yes,Yes
C00829,Enterprise,West,Annual,OR,One year,Credit card,Fiber optic,No,3,0,Yes,No,No
C00830,Mid-Market,North,Annual,IL,Two year,Bank transfer,None,Yes,1,0,No,No,Yes
C00831,Small Business,North,Annual,WI,One year,Credit card,Fiber optic,No,5,1,Yes,Yes,Yes
C00832,Small Business,North,Monthly,WI,Month-to-month,Credit card,DSL,Yes,4,0,No,No,Yes
C00833,Mid-Market,South,Annual,GA,One year,Electronic check,Fiber optic,Yes,0,0,No,Yes,Yes
C00834,Enterprise,North,Annual,MN,One year,Mailed check,DSL,No,4,0,Yes,No,Yes
C00835,Mid-Market,West,Monthly,CA,Month-to-month,Credit card,Fiber optic,Yes,0,0,No,No,Yes
C00836,Mid-Market,West,Annual,OR,Two year,Electronic check,Fiber optic,Yes,5,0,Yes,No,Yes
C00837,Mid-Market,West,Monthly,WA,Month-to-month,Electronic check,DSL,Yes,2,0,No,No,No
C00838,Small Business,North,Monthly,WI,Month-to-month,Bank transfer,DSL,No,1,0,Yes,No,Yes
C00839,Small Business,North,Monthly,IL,Month-to-month,Mailed check,Fiber optic,Yes,0,0,No,No,Yes
C00840,Small Business,West,Monthly,WA,Month-to-month,Mailed check,DSL,No,5,0,Yes,No,No
C00841,Mid-Market,South,Annual,GA,Two year,Bank transfer,Fiber optic,No,3,0,Yes,No,Yes
C00842,Small Business,East,Monthly,PA,Month-to-month,Mailed check,Fiber optic,No,3,0,Yes,No,Yes
C00843,Small Business,West,Monthly,WA,Month-to-month,Bank transfer,Fiber optic,Yes,5,0,Yes,Yes,No
C00844,Small Business,North,Monthly,MI,Month-to-month,Electronic check,DSL,No,3,0,No,No,Yes
C00845,Small Business,North,Monthly,MI,Month-to-month,Credit card,DSL,Yes,1,0,Yes,No,Yes
C00846,Mid-Market,North,Monthly,MI,Month-to-month,Electronic check,DSL,No,4,0,Yes,Yes,Yes
C00847,Small Business,North,Monthly,WI,Month-to-month,Electronic check,DSL,No,3,1,Yes,Yes,Yes
C00848,Small Business,North,Annual,MI,One year,Credit card,DSL,Yes,1,1,Yes,Yes,No
C00849,Mid-Market,West,Monthly,CA,Month-to-month,Electronic check,DSL,No,5,1,Yes,Yes,Yes
C00850,Small Business,East,Annual,NY,One year,Mailed check,None,No,4,0,Yes,No,Yes
C00851,Small Business,West,Monthly,AZ,Month-to-month,Mailed check,Fiber optic,No,1,0,No,No,No
C00852,Small Business,West,Annual,CA,One year,Credit card,Fiber optic,Yes,3,0,No,No,No
C00853,Enterprise,West,Annual,AZ,Two year,Bank transfer,Fiber optic,No,5,0,No,Yes,Yes
C00854,Small Business,North,Monthly,IL,Month-to-month,Credit card,DSL,No,4,0,Yes,No,Yes
C00855,Mid-Market,South,Monthly,NC,Month-to-month,Electronic check,DSL,No,1,0,No,No,No
C00856,Enterprise,West,Annual,AZ,Two year,Electronic check,Fiber optic,Yes,5,0,No,No,Yes
C00857,Mid-Market,North,Monthly,MN,Month-to-month,Electronic check,DSL,No,0,0,No,Yes,Yes
C00858,Small Business,North,Annual,WI,One year,Electronic check,None,No,3,1,Yes,No,Yes
C00859,Mid-Market,East,Monthly,PA,Month-to-month,Electronic check,Fiber optic,No,3,0,Yes,Yes,No
C00860,Small Business,West,Monthly,CA,Month-to-month,Electronic check,Fiber optic,No,0,0,Yes,No,Yes
C00861,Small Business,West,Annual,AZ,One year,Electronic check,Fiber optic,Yes,4,0,Yes,No,Yes
C00862,Mid-Market,West,Annual,WA,Two year,Mailed check,Fiber optic,No,1,0,No,No,No
C00863,Small Business,North,Monthly,WI,Month-to-month,Electronic check,DSL,Yes,5,1,Yes,Yes,Yes
C00864,Small Business,West,Annual,OR,One year,Electronic check,DSL,Yes,5,1,Yes,Yes,Yes
C00865,Small Business,West,Annual,AZ,One year,Credit card,Fiber optic,No,3,0,Yes,No,Yes
C00866,Small Business,East,Monthly,MA,Month-to-month,Credit card,Fiber optic,Yes,3,0,Yes,No,No
C00867,Small Business,West,Monthly,CA,Month-to-month,Credit card,Fiber optic,Yes,0,0,Yes,No,Yes
C00868,Mid-Market,West,Monthly,AZ,Month-to-month,Electronic check,Fiber optic,Yes,5,0,Yes,No,No
C00869,Enterprise,South,Monthly,TX,Month-to-month,Bank transfer,Fiber optic,No,4,0,No,Yes,Yes
C00870,Small Business,North,Annual,IL,One year,Credit card,DSL,No,2,0,Yes,No,Yes
C00871,Mid-Market,South,Monthly,GA,Month-to-month,Bank transfer,DSL,No,0,0,No,No,No
C00872,Small Business,North,Monthly,WI,Month-to-month,Credit card,DSL,Yes,3,0,No,No,Yes
C00873,Small Business,North,Annual,WI,One year,Credit card,Fiber optic,No,5,0,No,No,Yes
C00874,Small Business,North,Annual,IL,One year,Credit card,DSL,Yes,5,0,No,No,No
C00875,Small Business,East,Annual,NY,One year,Electronic check,Fiber optic,No,0,0,Yes,No,Yes
C00876,Small Business,East,Annual,PA,One year,Credit card,Fiber optic,No,4,0,No,Yes,Yes
C00877,Small Business,East,Monthly,PA,Month-to-month,Electronic check,DSL,Yes,0,0,No,No,No
C00878,Small Business,East,Annual,VA,One year,Electronic check,DSL,No,2,0,No,Yes,Yes
C00879,Mid-Market,East,Monthly,VA,Month-to-month,Bank transfer,Fiber optic,Yes,2,0,Yes,No,No
C00880,Small Business,East,Monthly,VA,Month-to-month,Electronic check,DSL,No,0,0,No,No,Yes
C00881,Small Business,North,Monthly,IL,Month-to-month,Electronic check,DSL,Yes,0,0,Yes,Yes,Yes
C00882,Small Business,West,Annual,AZ,One year,Bank transfer,None,No,5,0,No,Yes,No
C00883,Mid-Market,South,Annual,NC,One year,Credit card,DSL,No,3,0,Yes,No,Yes
C00884,Small Business,North,Monthly,IL,Month-to-month,Bank transfer,Fiber optic,No,4,0,Yes,Yes,No
C00885,Mid-Market,West,Annual,CA,Two year,Mailed check,DSL,No,3,0,No,No,No
C00886,Small Business,East,Annual,MA,Two year,Mailed check,Fiber optic,Yes,2,0,No,Yes,No
C00887,Small Business,North,Monthly,WI,Month-to-month,Credit card,Fiber optic,No,0,0,No,No,Yes
C00888,Enterprise,North,Annual,IL,One year,Electronic check,DSL,No,3,0,No,No,Yes
C00889,Small Business,North,Monthly,IL,Month-to-month,Credit card,DSL,Yes,4,0,No,Yes,No
C00890,Small Business,South,Annual,FL,Two year,Bank transfer,Fiber optic,Yes,1,0,Yes,No,Yes
C00891,Small Business,North,Monthly,IL,Month-to-month,Bank transfer,DSL,Yes,2,0,No,Yes,No
C00892,Enterprise,East,Monthly,PA,Month-to-month,Electronic check,DSL,Yes,2,0,Yes,No,No
C00893,Mid-Market,East,Monthly,NY,Month-to-month,Electronic check,DSL,No,5,0,Yes,No,Yes
C00894,Mid-Market,West,Monthly,WA,Month-to-month,Electronic check,Fiber optic,No,0,0,No,Yes,Yes
C00895,Enterprise,East,Annual,NY,One year,Electronic check,Fiber optic,No,0,1,Yes,Yes,Yes
C00896,Small Business,East,Monthly,PA,Month-to-month,Electronic check,Fiber optic,No,1,0,No,No,Yes
C00897,Enterprise,East,Monthly,PA,Month-to-month,Mailed check,Fiber optic,Yes,0,0,Yes,No,Yes
C00898,Small Business,North,Annual,MN,One year,Electronic check,Fiber optic,No,5,1,Yes,No,Yes
C00899,Mid-Market,North,Annual,WI,Two year,Credit card,Fiber optic,Yes,1,1,Yes,No,No
C00900,Small Business,East,Annual,MA,One year,Mailed check,Fiber optic,Yes,2,0,No,No,Yes
C00901,Small Business,North,Monthly,MN,Month-to-month,Credit card,Fiber optic,Yes,1,0,No,Yes,Yes
C00902,Enterprise,North,Monthly,WI,Month-to-month,Credit card,None,Yes,4,0,Yes,Yes,No
C00903,Small Business,North,Monthly,WI,Month-to-month,Bank transfer,DSL,Yes,3,0,Yes,No,No
C00904,Enterprise,West,Annual,OR,Two year,Electronic check,Fiber optic,No,2,1,Yes,No,No
C00905,Small Business,South,Annual,NC,One year,Credit card,None,Yes,4,0,Yes,Yes,Yes
C00906,Mid-Market,East,Annual,VA,One year,Bank transfer,Fiber optic,Yes,0,0,No,Yes,No
C00907,Enterprise,South,Annual,NC,Two year,Bank transfer,Fiber optic,No,4,0,No,No,No
C00908,Small Business,North,Monthly,WI,Month-to-month,Bank transfer,DSL,Yes,2,0,Yes,No,No
C00909,Enterprise,South,Annual,FL,One year,Mailed check,Fiber optic,No,2,0,Yes,No,Yes
C00910,Mid-Market,North,Monthly,MI,Month-to-month,Credit card,Fiber optic,No,0,0,No,No,Yes
C00911,Mid-Market,West,Monthly,AZ,Month-to-month,Bank transfer,Fiber optic,No,0,0,Yes,No,Yes
C00912,Small Business,North,Monthly,IL,Month-to-month,Credit card,DSL,No,4,0,Yes,No,Yes
C00913,Mid-Market,South,Monthly,GA,Month-to-month,Bank transfer,DSL,No,5,1,No,No,Yes
C00914,Mid-Market,West,Annual,AZ,Two year,Bank transfer,Fiber optic,No,5,0,Yes,No,No
C00915,Small Business,East,Monthly,NY,Month-to-month,Bank transfer,Fiber optic,No,1,0,Yes,No,Yes
C00916,Small Business,South,Annual,GA,Two year,Mailed check,Fiber optic,No,4,0,Yes,No,No
C00917,Small Business,East,Annual,PA,One year,Credit card,DSL,Yes,0,0,No,Yes,Yes
C00918,Enterprise,West,Annual,WA,One year,Bank transfer,Fiber optic,No,4,0,Yes,Yes,No
C00919,Small Business,South,Annual,TX,Two year,Electronic check,DSL,No,3,0,No,Yes,Yes
C00920,Mid-Market,East,Monthly,NY,Month-to-month,Credit card,DSL,Yes,5,0,Yes,Yes,Yes
C00921,Enterprise,West,Monthly,CA,Month-to-month,Bank transfer,Fiber optic,No,0,1,Yes,Yes,Yes
C00922,Small Business,East,Monthly,VA,Month-to-month,Bank transfer,DSL,No,4,0,No,No,No
C00923,Small Business,South,Monthly,FL,Month-to-month,Credit card,Fiber optic,No,2,1,Yes,No,Yes
C00924,Mid-Market,North,Annual,MN,Two year,Credit card,Fiber optic,Yes,3,0,Yes,No,Yes
C00925,Small Business,North,Monthly,MI,Month-to-month,Electronic check,Fiber optic,Yes,3,0,Yes,No,No
C00926,Mid-Market,West,Monthly,AZ,Month-to-month,Electronic check,Fiber optic,Yes,4,0,No,No,Yes
C00927,Mid-Market,East,Monthly,PA,Month-to-month,Electronic check,DSL,No,3,1,Yes,No,Yes
C00928,Mid-Market,South,Monthly,GA,Month-to-month,Mailed check,None,No,2,0,No,Yes,Yes
C00929,Small Business,South,Annual,FL,One year,Electronic check,Fiber optic,No,2,0,Yes,Yes,Yes
C00930,Mid-Market,East,Monthly,PA,Month-to-month,Mailed check,Fiber optic,Yes,0,0,Yes,Yes,Yes
C00931,Mid-Market,East,Annual,MA,One year,Electronic check,DSL,Yes,4,1,Yes,No,Yes
C00932,Small Business,East,Annual,PA,One year,Bank transfer,Fiber optic,No,4,0,Yes,Yes,Yes
C00933,Mid-Market,South,Annual,FL,One year,Credit card,Fiber optic,No,3,0,No,No,Yes
C00934,Enterprise,East,Monthly,NY,Month-to-month,Bank transfer,None,No,4,0,Yes,No,No
C00935,Mid-Market,South,Annual,TX,One year,Bank transfer,DSL,Yes,1,0,No,No,No
C00936,Mid-Market,West,Monthly,AZ,Month-to-month,Bank transfer,None,Yes,1,0,Yes,No,Yes
C00937,Small Business,North,Monthly,WI,Month-to-month,Mailed check,Fiber optic,No,5,0,No,No,Yes
C00938,Small Business,North,Annual,MN,One year,Credit card,Fiber optic,No,5,1,Yes,No,Yes
C00939,Small Business,South,Annual,TX,One year,Electronic check,Fiber optic,Yes,5,0,No,No,No
C00940,Small Business,East,Monthly,MA,Month-to-month,Electronic check,None,No,0,1,Yes,Yes,Yes
C00941,Enterprise,East,Annual,PA,Two year,Bank transfer,Fiber optic,No,3,0,No,No,No
C00942,Small Business,South,Monthly,TX,Month-to-month,Credit card,Fiber optic,No,4,0,No,No,Yes
C00943,Enterprise,West,Annual,WA,One year,Credit card,Fiber optic,No,0,0,No,Yes,Yes
C00944,Small Business,South,Annual,FL,Two year,Credit card,DSL,No,5,0,Yes,No,No
C00945,Small Business,North,Annual,WI,One year,Credit card,DSL,No,4,0,No,No,Yes
C00946,Small Business,North,Annual,IL,Two year,Bank transfer,DSL,No,1,0,Yes,No,Yes
C00947,Small Business,West,Annual,OR,One year,Bank transfer,Fiber optic,No,3,0,Yes,No,Yes
C00948,Mid-Market,North,Annual,MI,One year,Bank transfer,DSL,No,5,0,No,No,Yes
C00949,Enterprise,West,Annual,OR,One year,Bank transfer,Fiber optic,No,5,0,No,Yes,Yes
C00950,Enterprise,South,Annual,NC,One year,Mailed check,Fiber optic,Yes,4,0,Yes,Yes,No
C00951,Small Business,North,Monthly,IL,Month-to-month,Credit card,Fiber optic,Yes,5,1,No,No,Yes
C00952,Mid-Market,South,Annual,NC,One year,Mailed check,DSL,No,4,0,No,No,Yes
C00953,Small Business,East,Monthly,VA,Month-to-month,Electronic check,Fiber optic,Yes,5,1,Yes,No,Yes
C00954,Enterprise,South,Annual,GA,Two year,Bank transfer,None,No,5,0,Yes,No,Yes
C00955,Mid-Market,West,Monthly,CA,Month-to-month,Bank transfer,Fiber optic,No,0,0,No,No,No
C00956,Small Business,East,Monthly,VA,Month-to-month,Credit card,Fiber optic,No,3,0,Yes,Yes,Yes
C00957,Small Business,South,Annual,FL,Two year,Electronic check,DSL,No,2,0,Yes,Yes,Yes
C00958,Small Business,East,Monthly,NY,Month-to-month,Credit card,DSL,No,2,0,Yes,No,Yes
C00959,Small Business,West,Monthly,OR,Month-to-month,Credit card,Fiber optic,No,1,0,No,No,No
C00960,Enterprise,South,Annual,GA,One year,Mailed check,DSL,No,4,0,Yes,Yes,No
C00961,Mid-Market,North,Monthly,WI,Month-to-month,Credit card,Fiber optic,Yes,5,0,Yes,No,Yes
C00962,Enterprise,South,Monthly,GA,Month-to-month,Electronic check,Fiber optic,Yes,2,0,Yes,No,Yes
C00963,Small Business,West,Monthly,WA,Month-to-month,Credit card,DSL,No,4,0,Yes,No,No
C00964,Mid-Market,North,Monthly,IL,Month-to-month,Credit card,DSL,No,1,0,No,No,No
C00965,Small Business,West,Monthly,OR,Month-to-month,Electronic check,Fiber optic,No,4,0,No,No,Yes
C00966,Mid-Market,East,Monthly,PA,Month-to-month,Credit card,Fiber optic,Yes,0,1,No,No,No
C00967,Small Business,East,Monthly,MA,Month-to-month,Credit card,DSL,No,5,0,No,No,Yes
C00968,Small Business,South,Monthly,FL,Month-to-month,Electronic check,Fiber optic,No,2,0,Yes,No,Yes
C00969,Mid-Market,West,Monthly,OR,Month-to-month,Credit card,None,No,3,0,No,Yes,Yes
C00970,Small Business,North,Annual,MN,One year,Credit card,DSL,Yes,4,0,No,No,Yes
C00971,Mid-Market,South,Annual,NC,One year,Bank transfer,DSL,No,0,0,No,No,Yes
C00972,Mid-Market,South,Monthly,FL,Month-to-month,Credit card,Fiber optic,No,5,0,No,No,Yes
C00973,Small Business,South,Monthly,NC,Month-to-month,Electronic check,DSL,No,3,0,Yes,No,No
C00974,Enterprise,South,Annual,TX,Two year,Mailed check,Fiber optic,Yes,5,0,No,Yes,No
C00975,Mid-Market,North,Annual,IL,One year,Credit card,Fiber optic,No,3,0,Yes,No,Yes
C00976,Enterprise,North,Monthly,MI,Month-to-month,Electronic check,Fiber optic,Yes,1,0,No,Yes,Yes
C00977,Mid-Market,North,Monthly,MI,Month-to-month,Bank transfer,Fiber optic,No,3,0,Yes,Yes,No
C00978,Mid-Market,East,Monthly,VA,Month-to-month,Electronic check,None,Yes,3,1,No,No,Yes
C00979,Mid-Market,South,Annual,GA,Two year,Bank transfer,DSL,No,5,0,No,No,Yes
C00980,Enterprise,East,Annual,NY,Two year,Bank transfer,DSL,No,3,0,No,No,No
C00981,Mid-Market,East,Annual,PA,Two year,Mailed check,DSL,Yes,2,0,Yes,No,Yes
C00982,Small Business,East,Monthly,MA,Month-to-month,Mailed check,DSL,Yes,1,0,No,Yes,Yes
C00983,Small Business,East,Monthly,VA,Month-to-month,Electronic check,DSL,Yes,1,0,No,Yes,No
C00984,Mid-Market,East,Monthly,VA,Month-to-month,Bank transfer,DSL,Yes,3,0,No,Yes,Yes
C00985,Small Business,East,Monthly,PA,Month-to-month,Electronic check,DSL,No,2,0,No,No,Yes
C00986,Small Business,East,Monthly,PA,Month-to-month,Bank transfer,DSL,Yes,2,0,No,No,No
C00987,Small Business,East,Annual,PA,One year,Credit card,Fiber optic,Yes,0,0,No,Yes,No
C00988,Mid-Market,South,Monthly,TX,Month-to-month,Electronic check,None,No,5,0,Yes,No,Yes
C00989,Small Business,North,Annual,WI,Two year,Electronic check,Fiber optic,Yes,5,0,Yes,No,Yes
C00990,Mid-Market,West,Monthly,CA,Month-to-month,Electronic check,Fiber optic,No,1,0,No,No,Yes
C00991,Mid-Market,South,Monthly,GA,Month-to-month,Electronic check,DSL,No,0,0,No,No,Yes
C00992,Enterprise,East,Annual,PA,Two year,Electronic check,Fiber optic,No,5,0,Yes,No,Yes
C00993,Small Business,North,Annual,IL,One year,Mailed check,Fiber optic,No,5,0,Yes,No,Yes
C00994,Mid-Market,South,Monthly,TX,Month-to-month,Credit card,Fiber optic,Yes,5,0,Yes,No,Yes
C00995,Mid-Market,East,Annual,VA,One year,Bank transfer,Fiber optic,No,3,0,No,Yes,No
C00996,Mid-Market,East,Monthly,PA,Month-to-month,Bank transfer,None,No,4,1,No,Yes,Yes
C00997,Mid-Market,East,Monthly,NY,Month-to-month,Bank transfer,DSL,Yes,4,0,No,No,No
C00998,Small Business,South,Monthly,GA,Month-to-month,Credit card,Fiber optic,No,1,0,Yes,No,Yes
C00999,Enterprise,West,Monthly,CA,Month-to-month,Bank transfer,None,No,3,0,Yes,Yes,No
C01000,Small Business,East,Annual,PA,One year,Bank transfer,DSL,No,1,0,No,No,Yes
C01001,Enterprise,West,Monthly,WA,Month-to-month,Bank transfer,DSL,No,4,0,Yes,No,Yes
C01002,Mid-Market,East,Annual,PA,One year,Mailed check,Fiber optic,Yes,5,1,Yes,Yes,No
C01003,Small Business,East,Annual,VA,One year,Credit card,DSL,No,0,1,Yes,Yes,No
C01004,Mid-Market,West,Monthly,WA,Month-to-month,Credit card,Fiber optic,No,0,0,No,No,Yes
C01005,Small Business,North,Monthly,MN,Month-to-month,Mailed check,Fiber optic,No,1,0,No,No,Yes
C01006,Mid-Market,West,Monthly,CA,Month-to-month,Credit card,DSL,Yes,0,0,Yes,Yes,Yes
C01007,Mid-Market,West,Annual,OR,One year,Bank transfer,Fiber optic,No,0,1,Yes,No,Yes
C01008,Small Business,East,Annual,NY,One year,Electronic check,DSL,No,5,0,No,No,Yes
C01009,Small Business,East,Annual,PA,One year,Electronic check,DSL,Yes,3,0,Yes,No,No
C01010,Mid-Market,East,Monthly,VA,Month-to-month,Credit card,Fiber optic,No,4,0,Yes,Yes,Yes
C01011,Small Business,South,Monthly,GA,Month-to-month,Electronic check,Fiber optic,No,3,0,Yes,Yes,Yes
C01012,Enterprise,West,Annual,OR,One year,Mailed check,DSL,No,4,0,Yes,Yes,Yes
C01013,Mid-Market,North,Monthly,IL,Month-to-month,Electronic check,DSL,No,4,0,No,No,No
C01014,Mid-Market,South,Annual,NC,One year,Bank transfer,Fiber optic,Yes,0,0,No,No,Yes
C01015,Small Business,East,Monthly,NY,Month-to-month,Electronic check,None,No,0,0,Yes,No,Yes
C01016,Mid-Market,West,Monthly,CA,Month-to-month,Mailed check,DSL,No,2,0,No,Yes,Yes
C01017,Enterprise,South,Annual,NC,One year,Credit card,DSL,No,2,0,Yes,No,No
C01018,Small Business,South,Monthly,FL,Month-to-month,Electronic check,Fiber optic,Yes,5,0,No,No,Yes
C01019,Small Business,North,Annual,MN,One year,Electronic check,DSL,Yes,1,0,Yes,No,Yes
C01020,Small Business,North,Monthly,MN,Month-to-month,Credit card,DSL,No,1,0,Yes,No,Yes
C01021,Small Business,North,Annual,MI,Two year,Mailed check,Fiber optic,Yes,3,1,No,No,No
C01022,Mid-Market,North,Annual,IL,Two year,Mailed check,None,No,1,0,No,Yes,Yes
C01023,Mid-Market,West,Annual,CA,Two year,Electronic check,None,No,5,0,No,Yes,Yes
C01024,Mid-Market,West,Annual,AZ,One year,Credit card,DSL,No,0,0,No,No,Yes
C01025,Small Business,West,Annual,CA,One year,Electronic check,DSL,Yes,5,0,No,Yes,Yes
C01026,Small Business,North,Annual,MN,One year,Credit card,DSL,No,3,0,No,Yes,Yes
C01027,Small Business,North,Monthly,IL,Month-to-month,Credit card,DSL,Yes,5,0,Yes,No,Yes
C01028,Enterprise,South,Monthly,NC,Month-to-month,Electronic check,DSL,No,1,0,Yes,Yes,Yes
C01029,Mid-Market,East,Annual,MA,One year,Credit card,Fiber optic,No,5,0,No,No,Yes
C01030,Small Business,South,Monthly,TX,Month-to-month,Mailed check,Fiber optic,No,5,0,No,No,Yes
C01031,Mid-Market,South,Monthly,NC,Month-to-month,Electronic check,Fiber optic,Yes,2,0,No,No,Yes
C01032,Small Business,North,Annual,MI,Two year,Electronic check,None,Yes,1,0,Yes,Yes,Yes
C01033,Small Business,East,Monthly,PA,Month-to-month,Electronic check,Fiber optic,No,1,0,Yes,No,Yes
C01034,Small Business,South,Annual,FL,One year,Electronic check,DSL,No,0,0,Yes,No,Yes
C01035,Enterprise,North,Annual,IL,One year,Electronic check,Fiber optic,No,3,1,No,No,Yes
C01036,Mid-Market,East,Monthly,VA,Month-to-month,Bank transfer,Fiber optic,No,5,0,Yes,No,No
C01037,Mid-Market,West,Annual,WA,Two year,Electronic check,None,No,3,0,No,No,No
C01038,Small Business,North,Monthly,IL,Month-to-month,Bank transfer,DSL,No,5,0,Yes,Yes,Yes
C01039,Small Business,South,Annual,GA,Two year,Mailed check,Fiber optic,No,4,0,Yes,Yes,Yes
C01040,Mid-Market,West,Annual,AZ,One year,Mailed check,Fiber optic,No,4,0,No,No,No
C01041,Small Business,East,Monthly,NY,Month-to-month,Bank transfer,Fiber optic,No,4,0,Yes,No,No
C01042,Enterprise,West,Monthly,CA,Month-to-month,Electronic check,Fiber optic,Yes,5,0,No,No,Yes
C01043,Mid-Market,South,Monthly,GA,Month-to-month,Electronic check,Fiber optic,No,5,0,Yes,Yes,Yes
C01044,Small Business,South,Monthly,NC,Month-to-month,Electronic check,DSL,Yes,0,0,No,Yes,No
C01045,Mid-Market,East,Monthly,MA,Month-to-month,Mailed check,Fiber optic,No,3,0,No,No,No
C01046,Enterprise,North,Annual,WI,Two year,Mailed check,Fiber optic,No,2,1,No,No,No
C01047,Mid-Market,North,Monthly,MN,Month-to-month,Credit card,Fiber optic,No,5,0,Yes,Yes,Yes
C01048,Mid-Market,East,Annual,VA,Two year,Electronic check,Fiber optic,No,1,0,Yes,No,Yes
C01049,Enterprise,East,Monthly,MA,Month-to-month,Credit card,None,Yes,4,0,No,No,No
C01050,Small Business,North,Annual,MN,Two year,Electronic check,Fiber optic,Yes,2,0,No,Yes,Yes
C01051,Enterprise,East,Monthly,VA,Month-to-month,Mailed check,Fiber optic,Yes,5,0,No,No,Yes
C01052,Small Business,South,Monthly,FL,Month-to-month,Electronic check,DSL,Yes,4,0,No,Yes,No
C01053,Mid-Market,East,Annual,VA,One year,Credit card,None,No,2,0,No,No,Yes
C01054,Mid-Market,West,Monthly,CA,Month-to-month,Credit card,DSL,Yes,5,0,No,Yes,Yes
C01055,Mid-Market,North,Annual,WI,Two year,Electronic check,DSL,Yes,1,0,No,No,Yes
C01056,Mid-Market,West,Monthly,CA,Month-to-month,Credit card,None,No,0,0,No,Yes,Yes
C01057,Mid-Market,South,Annual,TX,One year,Bank transfer,DSL,Yes,3,0,No,No,Yes
C01058,Small Business,West,Annual,AZ,One year,Electronic check,None,Yes,2,0,No,No,Yes
C01059,Small Business,South,Annual,GA,One year,Credit card,Fiber optic,No,0,0,No,No,Yes
C01060,Small Business,South,Monthly,GA,Month-to-month,Credit card,DSL,Yes,5,0,Yes,No,Yes
C01061,Mid-Market,West,Monthly,AZ,Month-to-month,Electronic check,DSL,Yes,0,0,Yes,No,Yes
C01062,Small Business,East,Monthly,NY,Month-to-month,Electronic check,None,No,3,0,No,Yes,No
C01063,Small Business,North,Monthly,MI,Month-to-month,Electronic check,Fiber optic,Yes,1,0,No,No,Yes
C01064,Enterprise,East,Monthly,MA,Month-to-month,Electronic check,DSL,Yes,1,1,Yes,No,No
C01065,Small Business,West,Annual,OR,Two year,Credit card,Fiber optic,Yes,1,0,No,No,Yes
C01066,Small Business,South,Annual,NC,One year,Bank transfer,DSL,Yes,2,0,No,Yes,Yes
C01067,Small Business,West,Annual,WA,One year,Bank transfer,Fiber optic,No,4,0,No,Yes,No
C01068,Small Business,East,Monthly,PA,Month-to-month,Mailed check,DSL,Yes,1,0,No,No,No
C01069,Mid-Market,South,Monthly,FL,Month-to-month,Credit card,DSL,Yes,4,1,Yes,Yes,Yes
C01070,Small Business,North,Annual,IL,One year,Bank transfer,Fiber optic,Yes,2,0,Yes,Yes,Yes
C01071,Small Business,East,Monthly,NY,Month-to-month,Bank transfer,Fiber optic,No,4,0,Yes,No,No
C01072,Enterprise,North,Monthly,MI,Month-to-month,Electronic check,Fiber optic,Yes,2,1,No,Yes,Yes
C01073,Enterprise,West,Monthly,AZ,Month-to-month,Electronic check,DSL,No,2,1,Yes,Yes,Yes
C01074,Mid-Market,East,Annual,VA,One year,Credit card,DSL,Yes,3,1,No,Yes,Yes
C01075,Enterprise,South,Annual,NC,Two year,Bank transfer,DSL,No,4,0,No,No,Yes
C01076,Enterprise,North,Monthly,MN,Month-to-month,Credit card,Fiber optic,Yes,2,0,No,No,No
C01077,Small Business,East,Monthly,MA,Month-to-month,Electronic check,DSL,Yes,5,0,No,Yes,Yes
C01078,Mid-Market,North,Monthly,WI,Month-to-month,Mailed check,DSL,No,3,0,No,No,No
